# Constructed from biom file
OTU ID	CR40-2002_044w-taxa	CR40-2004_044w-taxa	CR40-2005_044w-taxa	CR40-2006_044w-taxa	CR40-2007_044w-taxa	CR40-2008_044w-taxa	CR40-2010_044w-taxa	AL-0004_044w-taxa	AL-0005_044w-taxa	AL-0006_044w-taxa	AL-0007_044w-taxa	AL-0008_044w-taxa	AL-0010_044w-taxa	AL-0012_044w-taxa	AL-0014_044w-taxa	AL-0015_044w-taxa	Consensus Lineage
1075	3.0	3.0	0.0	1.0	6.0	0.0	5.0	1.0	2.0	0.0	6.0	4.0	11.0	0.0	3.0	3.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter; s__blasticus
1850250	0.0	0.0	1.0	5.0	0.0	2.0	0.0	2.0	1.0	0.0	3.0	0.0	2.0	2.0	8.0	6.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter; s__sp. LPB0142
2033869	2.0	0.0	0.0	2.0	2.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobacter; s__sp. CZR27
265	0.0	5.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	4.0	2.0	1.0	0.0	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__
2589076	0.0	9.0	2.0	1.0	6.0	3.0	1.0	1.0	2.0	1.0	7.0	10.0	2.0	3.0	9.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__sp. AK26
1529068	0.0	1.0	3.0	0.0	2.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__sp. BM15
2259340	1.0	2.0	2.0	1.0	3.0	3.0	3.0	2.0	2.0	1.0	1.0	1.0	4.0	1.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__sp. SC2-6
2500532	1.0	4.0	0.0	2.0	2.0	1.0	3.0	2.0	2.0	0.0	4.0	1.0	0.0	1.0	5.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__sp. Arc7-R13
2560053	0.0	2.0	0.0	3.0	3.0	1.0	1.0	1.0	3.0	1.0	2.0	0.0	4.0	1.0	3.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__liaowanqingii
1499308	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__mutanolyticus
1077935	0.0	3.0	0.0	1.0	3.0	2.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__zhejiangensis
82367	0.0	0.0	0.0	1.0	2.0	2.0	1.0	1.0	0.0	2.0	3.0	0.0	1.0	0.0	1.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__pantotrophus
266	0.0	2.0	0.0	1.0	1.0	2.0	1.0	4.0	0.0	0.0	5.0	2.0	5.0	3.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__denitrificans
1945662	0.0	0.0	0.0	1.0	5.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	3.0	0.0	4.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__contaminans
1545044	2.0	2.0	1.0	3.0	3.0	1.0	2.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__sanguinis
34003	0.0	1.0	0.0	0.0	6.0	1.0	2.0	0.0	2.0	1.0	3.0	3.0	2.0	1.0	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__aminophilus
2065379	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	3.0	1.0	1.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__jeotgali
135740	0.0	0.0	0.0	0.0	2.0	2.0	1.0	0.0	2.0	0.0	5.0	2.0	2.0	3.0	3.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus; s__kondratievae
60136	1.0	5.0	1.0	0.0	0.0	4.0	2.0	1.0	5.0	0.0	3.0	2.0	2.0	3.0	1.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Sulfitobacter; s__
1389004	2.0	0.0	3.0	1.0	2.0	0.0	0.0	0.0	1.0	0.0	8.0	1.0	2.0	0.0	1.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Sulfitobacter; s__sp. SK011
1389011	0.0	2.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	0.0	4.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Sulfitobacter; s__sp. SK025
664426	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Sulfitobacter; s__sp. BSw21498
1389005	0.0	2.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Sulfitobacter; s__sp. SK012
1968541	0.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	4.0	0.0	1.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Sulfitobacter; s__sp. D7
2587855	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Sulfitobacter; s__sp. THAF37
1917485	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Sulfitobacter; s__sp. AM1-D1
2070369	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Sulfitobacter; s__sp. JL08
1402135	5.0	6.0	4.0	2.0	6.0	4.0	4.0	2.0	2.0	1.0	7.0	3.0	6.0	3.0	10.0	3.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Sulfitobacter; s__pseudonitzschiae
1229727	5.0	14.0	7.0	10.0	48.0	16.0	14.0	8.0	9.0	1.0	24.0	14.0	18.0	6.0	26.0	11.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Salipiger; s__profundus
1792508	0.0	0.0	1.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Salipiger; s__Yangia sp. CCB-MM3
1397108	0.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	2.0	2.0	1.0	6.0	3.0	5.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Celeribacter; s__marinus
1758178	2.0	6.0	1.0	3.0	5.0	3.0	6.0	0.0	1.0	0.0	5.0	1.0	3.0	9.0	10.0	3.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Celeribacter; s__ethanolicus
1208324	1.0	5.0	1.0	0.0	3.0	4.0	1.0	1.0	0.0	0.0	2.0	10.0	0.0	4.0	5.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Celeribacter; s__indicus
2494550	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	3.0	3.0	4.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Roseovarius; s__sp. MME-070
2587846	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Roseovarius; s__sp. THAF8
2587847	0.0	0.0	0.0	1.0	0.0	2.0	5.0	0.0	0.0	1.0	0.0	0.0	5.0	2.0	2.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Roseovarius; s__sp. THAF9
540747	2.0	3.0	2.0	0.0	3.0	0.0	2.0	1.0	3.0	0.0	1.0	7.0	1.0	3.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Roseovarius; s__indicus
2789856	2.0	5.0	17.0	15.0	5.0	14.0	15.0	15.0	6.0	1.0	10.0	3.0	5.0	2.0	12.0	9.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Pontivivens; s__sp. MT2928
388408	8.0	40.0	2.0	3.0	23.0	9.0	1.0	1.0	4.0	0.0	4.0	7.0	7.0	6.0	2.0	3.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Labrenzia; s__alexandrii
2590016	0.0	5.0	2.0	2.0	7.0	3.0	0.0	0.0	3.0	1.0	3.0	1.0	0.0	2.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Labrenzia; s__sp. PHM005
1674922	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Labrenzia; s__sp. CP4
2021862	2.0	2.0	2.0	3.0	2.0	4.0	1.0	5.0	2.0	2.0	1.0	0.0	2.0	0.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Labrenzia; s__sp. VG12
2587861	0.0	8.0	2.0	0.0	4.0	3.0	2.0	0.0	1.0	0.0	1.0	2.0	4.0	2.0	1.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Labrenzia; s__sp. THAF82
1591409	4.0	13.0	9.0	7.0	26.0	23.0	9.0	5.0	8.0	1.0	4.0	5.0	5.0	9.0	1.0	7.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Pseudohalocynthiibacter; s__aestuariivivens
1250539	3.0	3.0	1.0	0.0	4.0	0.0	5.0	0.0	0.0	1.0	4.0	3.0	3.0	1.0	4.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Pelagibaca; s__abyssi
1267768	1.0	1.0	2.0	1.0	1.0	1.0	4.0	1.0	0.0	1.0	3.0	3.0	0.0	0.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Brevirhabdus; s__pacifica
121719	0.0	2.0	1.0	1.0	2.0	1.0	2.0	0.0	1.0	0.0	3.0	2.0	1.0	1.0	1.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Pannonibacter; s__phragmitetus
133924	1.0	0.0	0.0	0.0	2.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	2.0	1.0	3.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Leisingera; s__methylohalidivorans
1396826	1.0	3.0	2.0	1.0	9.0	2.0	3.0	2.0	3.0	0.0	2.0	1.0	1.0	2.0	1.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Leisingera; s__aquaemixtae
302485	1.0	8.0	3.0	0.0	9.0	7.0	2.0	2.0	2.0	0.0	2.0	3.0	6.0	3.0	4.0	6.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Phaeobacter; s__
221822	4.0	5.0	4.0	3.0	5.0	6.0	5.0	2.0	1.0	0.0	9.0	2.0	5.0	3.0	6.0	5.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Phaeobacter; s__inhibens
1580596	1.0	0.0	0.0	1.0	4.0	0.0	1.0	0.0	1.0	0.0	4.0	3.0	2.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Phaeobacter; s__piscinae
60890	4.0	12.0	7.0	3.0	5.0	0.0	1.0	3.0	1.0	0.0	2.0	8.0	5.0	5.0	3.0	3.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Phaeobacter; s__gallaeciensis
1881061	3.0	3.0	5.0	8.0	19.0	17.0	3.0	10.0	4.0	0.0	3.0	1.0	1.0	1.0	6.0	6.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Stappia; s__sp. ES.058
538381	1.0	2.0	0.0	1.0	2.0	0.0	3.0	0.0	0.0	1.0	0.0	2.0	3.0	1.0	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Stappia; s__indica
2500533	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	6.0	4.0	6.0	1.0	3.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Pseudorhodobacter; s__sp. S12M18
2552942	1.0	4.0	1.0	2.0	2.0	2.0	5.0	1.0	2.0	0.0	1.0	0.0	3.0	0.0	1.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Boseongicola; s__sp. CCM32
34008	0.0	0.0	2.0	0.0	1.0	1.0	2.0	1.0	2.0	0.0	2.0	0.0	4.0	0.0	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodovulum; s__
1564506	1.0	2.0	8.0	9.0	6.0	10.0	13.0	7.0	5.0	2.0	3.0	2.0	3.0	2.0	3.0	5.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodovulum; s__sp. P5
53946	0.0	2.0	5.0	1.0	3.0	3.0	3.0	2.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Octadecabacter; s__arcticus
1217908	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Octadecabacter; s__antarcticus
2587852	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Roseivivax; s__sp. THAF30
564137	2.0	4.0	1.0	1.0	3.0	3.0	3.0	1.0	1.0	1.0	3.0	4.0	4.0	1.0	3.0	3.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Roseicitreum; s__antarcticum
299262	0.0	2.0	0.0	0.0	2.0	1.0	3.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	4.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Tateyamaria; s__omphalii
215813	4.0	2.0	2.0	3.0	7.0	3.0	0.0	1.0	1.0	1.0	3.0	2.0	7.0	1.0	11.0	3.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Dinoroseobacter; s__shibae
74033	1.0	6.0	7.0	1.0	6.0	5.0	1.0	3.0	2.0	2.0	7.0	1.0	5.0	2.0	4.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Antarctobacter; s__heliothermus
2009329	0.0	2.0	0.0	2.0	2.0	3.0	2.0	1.0	0.0	0.0	2.0	4.0	5.0	0.0	2.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Sagittula; s__sp. P11
2579971	1.0	6.0	1.0	1.0	4.0	3.0	4.0	0.0	0.0	0.0	7.0	1.0	9.0	1.0	5.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paraoceanicella; s__profunda
1891787	0.0	4.0	1.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Roseobacter; s__ponti
2434	2.0	6.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	4.0	1.0	4.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Roseobacter; s__denitrificans
1609966	1.0	1.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	2.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Confluentimicrobium; s__sp. EMB200-NS6
2169400	1.0	1.0	1.0	0.0	2.0	1.0	0.0	0.0	1.0	0.0	2.0	0.0	3.0	1.0	4.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Gemmobacter; s__sp. HYN0069
2293862	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Ruegeria; s__sp. AD91A
89184	0.0	2.0	0.0	1.0	2.0	3.0	3.0	0.0	1.0	0.0	2.0	2.0	1.0	2.0	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Ruegeria; s__pomeroyi
92945	1.0	2.0	1.0	1.0	3.0	0.0	1.0	0.0	3.0	2.0	1.0	5.0	6.0	1.0	9.0	5.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Ketogulonicigenium; s__vulgare
92947	1.0	2.0	3.0	0.0	0.0	1.0	5.0	4.0	3.0	0.0	2.0	0.0	1.0	2.0	3.0	7.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Ketogulonicigenium; s__robustum
2171755	0.0	2.0	1.0	2.0	5.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Profundibacter; s__amoris
159346	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Roseibacterium; s__elongatum
1335048	0.0	0.0	0.0	1.0	5.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Defluviimonas; s__alba
42444	0.0	2.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	1.0	3.0	4.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Marinovum; s__algicola
2613965	3.0	2.0	3.0	2.0	8.0	5.0	1.0	5.0	4.0	1.0	4.0	2.0	4.0	4.0	7.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Pseudopuniceibacterium; s__sp. HQ09
1826607	0.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	2.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Silicimonas; s__algicola
2599296	0.0	3.0	3.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Litoreibacter; s__sp. LN3S51
290400	0.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	2.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Jannaschia; s__sp. CCS1
1284658	1.0	0.0	6.0	1.0	2.0	2.0	1.0	0.0	1.0	1.0	3.0	1.0	3.0	0.0	3.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Planktomarina; s__temperata
1920883	2.0	0.0	2.0	0.0	2.0	0.0	2.0	4.0	0.0	0.0	2.0	1.0	3.0	3.0	1.0	4.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Marivivens; s__sp. JLT3646
2587163	1.0	0.0	0.0	1.0	2.0	1.0	1.0	0.0	3.0	0.0	1.0	1.0	2.0	1.0	5.0	1.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Oceanicola; s__sp. D3
911045	0.0	3.0	1.0	2.0	5.0	5.0	4.0	2.0	0.0	0.0	5.0	2.0	3.0	1.0	0.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Pseudovibrio; s__sp. FO-BEG1
2483033	0.0	0.0	2.0	0.0	4.0	1.0	3.0	2.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Parasedimentitalea; s__marina
1579316	2.0	0.0	2.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	1.0	2.0	4.0	7.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Halocynthiibacter; s__arcticus
2494374	0.0	2.0	1.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	3.0	1.0	2.0	1.0	3.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Tabrizicola; s__piscis
561184	0.0	3.0	1.0	0.0	5.0	1.0	1.0	1.0	1.0	0.0	2.0	3.0	1.0	1.0	7.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Mameliella; s__alba
1915078	0.0	1.0	2.0	1.0	2.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Thioclava; s__nitratireducens
441209	1.0	0.0	2.0	5.0	2.0	0.0	2.0	3.0	4.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Rhodobaca; s__barguzinensis
2017482	1.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	2.0	0.0	0.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Thalassococcus; s__sp. S3
195105	1.0	5.0	0.0	1.0	5.0	1.0	1.0	0.0	2.0	0.0	2.0	0.0	1.0	2.0	6.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Haematobacter; s__massiliensis
69657	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	0.0	1.0	1.0	0.0	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Hyphomonadaceae; g__; s__
